Age,Gender,Country,City_Tier,Monthly_Income,Occupation,Fitness_Enthusiast,Shoes_Per_Year,Preferred_Shoe_Types,Interested_in_Customization,Preferred_Customization_Level,Interest_AI_Style_Advisor,Interest_AR_TryOn,Interest_Limited_Edition,Interest_Eco_Friendly,Interest_Single_Pair_Manufacturing,Preferred_Materials,Willing_to_Pay_More_for_Sustainable,Max_Price_Willing_to_Pay,Difficulty_in_Finding_Size,Shoe_Size,Likelihood_to_Use_App,Purchased_Custom_Before,Importance_Brand,Importance_Comfort,Importance_Design,Importance_Price,Importance_Uniqueness,Try_on_Recommendation_By_Friend,Frustration_With_Online_Shoe_Buying,Buy_if_AR_Visualization,Participate_in_Design_Contests,App_Try_Timeline
35,Female,India,Tier 2,640.88,Student,No,7,"Casual, Sneakers, Boots",Yes,Material,4,4,1,4,4,Recyclable materials,Yes,135.16,No,10.3,1,No,2,3,3,5,3,Yes,Generic design,Yes,Yes,Immediately
46,Prefer not to say,USA,Tier 1,1206.93,Other,Yes,1,"Formal, Boots",No,Material,4,4,4,5,5,Vegan,Yes,98.69,No,10.7,4,No,1,5,3,3,5,Yes,Size mismatch,Yes,Yes,Immediately
28,Female,Other,Tier 1,984.87,Professional,No,3,"Formal, Casual, Boots",Yes,Full Design,5,1,3,1,5,"Recyclable materials, Knit",Yes,120.8,No,8.4,5,Yes,2,3,4,2,3,Maybe,Poor product information,Yes,Yes,Immediately
23,Male,India,Tier 1,6665.34,Student,Yes,3,"Formal, Sneakers",Yes,Material,1,3,4,2,5,"Recyclable materials, Leather, Vegan",Yes,149.6,Yes,9.7,4,Yes,2,1,2,5,3,Yes,Long delivery time,Yes,No,Never
18,Female,UK,Tier 1,286.33,Professional,Yes,2,"Ethnic, Casual, Boots",Yes,Sole type,5,3,4,4,2,"Vegan, Recyclable materials, Leather",Yes,111.91,No,9.7,1,No,2,4,1,1,2,No,Poor product information,Yes,Yes,Immediately
24,Male,USA,Tier 1,430.04,Entrepreneur,Yes,2,"Boots, Slippers",No,Material,4,3,4,3,5,Recyclable materials,Yes,82.52,Yes,9.5,3,No,5,1,2,2,1,Yes,Poor product information,Yes,No,Within 3 months
29,Female,UK,Tier 1,281.41,Professional,Yes,1,"Sneakers, Ethnic, Boots",No,Full Design,5,5,1,5,3,"Canvas, Leather",No,108.04,No,8.3,4,No,2,2,4,2,2,Yes,None of the above,Yes,Yes,Immediately
44,Male,India,Tier 3,1674.61,Professional,No,3,"Sneakers, Sports",Yes,Color only,2,4,5,1,1,"Recyclable materials, Canvas, Knit",No,176.59,No,7.5,5,Yes,5,1,5,3,5,Yes,None of the above,Yes,Yes,Immediately
25,Male,India,Tier 1,284.08,Student,Yes,7,"Casual, Ethnic",Yes,Full Design,3,2,5,5,1,Leather,No,187.4,No,9.8,4,No,3,3,5,4,5,Yes,None of the above,No,Yes,Within 3 months
31,Female,India,Tier 2,2915.86,Student,No,7,Sneakers,Yes,Sole type,3,1,1,2,3,"Canvas, Leather",No,39.2,No,6.4,2,No,1,5,4,5,4,Yes,Size mismatch,Yes,No,Immediately
29,Male,India,Tier 3,1275.97,Professional,Yes,2,"Casual, Ethnic, Sports",Yes,Color only,2,3,5,4,4,Leather,No,163.64,Yes,8.6,1,Yes,1,2,4,4,4,Yes,Size mismatch,No,Yes,Within a month
39,Female,India,Tier 3,1323.01,Self-employed,Yes,0,"Sneakers, Casual, Boots",Yes,Sole type,3,4,1,5,5,"Vegan, Knit",Yes,130.01,No,5.2,3,Yes,1,3,4,1,2,Yes,Poor product information,No,No,Never
50,Male,UK,Tier 2,1436.92,Self-employed,No,3,"Formal, Ethnic, Sports",Yes,Material,4,3,1,3,4,"Vegan, Recyclable materials, Knit",Yes,156.96,Yes,7.0,2,No,4,3,1,2,3,Yes,Long delivery time,Yes,Yes,Immediately
25,Female,UAE,Tier 3,480.97,Student,No,6,"Sneakers, Formal, Boots",Yes,Material,5,5,3,2,3,Recyclable materials,Yes,97.98,No,7.7,5,No,2,3,5,5,5,Maybe,Generic design,Yes,No,Within a month
26,Female,UAE,Tier 1,530.39,Professional,Yes,9,"Ethnic, Boots, Sneakers",Yes,Material,2,3,2,2,2,Leather,Yes,49.27,No,10.6,4,No,2,5,1,1,5,Maybe,Long delivery time,Yes,Yes,Immediately
38,Female,UK,Tier 1,775.89,Self-employed,Yes,2,Slippers,Yes,Color only,2,1,2,2,5,Recyclable materials,No,143.38,No,10.0,1,No,3,3,2,3,4,Maybe,None of the above,Yes,Yes,Never
35,Male,India,Tier 1,1550.24,Professional,Yes,2,"Formal, Sports, Boots",No,Full Design,1,2,4,1,5,"Recyclable materials, Knit",Yes,82.36,No,8.2,4,Yes,3,1,3,2,3,Yes,Long delivery time,No,Yes,Within 3 months
44,Male,India,Tier 2,553.81,Self-employed,Yes,4,"Sports, Formal, Slippers",Yes,Color only,3,5,5,1,1,"Knit, Canvas",No,64.47,No,10.1,4,No,2,4,5,4,1,Maybe,Size mismatch,Yes,Yes,Immediately
34,Male,India,Tier 2,385.51,Student,No,4,"Casual, Sneakers",Yes,Sole type,4,4,1,1,1,"Canvas, Vegan, Recyclable materials",Yes,67.26,No,10.3,4,No,4,4,1,1,5,Yes,Size mismatch,Yes,Yes,Never
27,Male,India,Tier 1,5465.69,Self-employed,No,2,Sneakers,Yes,Material,3,5,4,4,2,"Leather, Knit, Recyclable materials",No,144.04,No,8.8,4,Yes,5,3,2,1,4,Yes,Poor product information,Yes,Yes,Immediately
34,Female,USA,Tier 1,233.34,Entrepreneur,Yes,6,"Formal, Sneakers, Boots",Yes,Sole type,3,1,1,3,4,"Recyclable materials, Leather",Yes,125.58,No,6.9,1,No,4,5,2,1,5,Yes,Poor product information,Yes,Yes,Immediately
38,Other,USA,Tier 2,2634.53,Self-employed,No,4,"Sneakers, Ethnic, Sports",Yes,Material,1,2,4,5,3,"Leather, Knit, Canvas",Yes,151.3,No,8.7,2,No,2,1,4,4,5,Yes,Size mismatch,No,Yes,Within a month
36,Female,India,Tier 1,2527.0,Professional,Yes,2,"Formal, Boots, Slippers",Yes,Sole type,4,5,2,3,1,Recyclable materials,No,146.76,Yes,8.9,5,No,2,4,2,5,3,Yes,Long delivery time,No,Yes,Within 3 months
34,Female,India,Tier 2,729.05,Professional,Yes,6,"Casual, Ethnic, Sneakers",Yes,Full Design,1,5,4,2,5,"Recyclable materials, Knit",Yes,103.16,No,7.2,2,No,2,2,5,3,4,Yes,Size mismatch,Yes,Yes,Within 3 months
38,Female,UAE,Tier 2,418.63,Self-employed,Yes,3,"Sneakers, Casual, Formal",Yes,Sole type,2,2,2,3,5,"Vegan, Recyclable materials, Knit",Yes,117.18,Yes,9.6,1,No,1,5,1,3,3,Yes,Generic design,Yes,No,Within a month
39,Female,UK,Tier 2,436.08,Professional,No,3,"Boots, Casual",Yes,Color only,3,4,4,1,1,"Canvas, Knit",Yes,99.54,No,9.4,5,No,2,1,1,3,1,Yes,Long delivery time,Yes,Yes,Within a month
41,Male,India,Tier 2,1993.17,Professional,Yes,3,"Casual, Ethnic, Slippers",Yes,Sole type,1,4,2,2,5,"Vegan, Leather",Yes,111.59,Yes,9.7,3,No,4,3,2,2,2,No,Size mismatch,Yes,No,Never
35,Other,Other,Tier 3,1744.22,Entrepreneur,Yes,5,"Sneakers, Formal, Ethnic",Yes,Material,4,1,4,2,2,"Leather, Knit",Yes,81.31,No,9.4,2,Yes,1,3,2,3,1,No,Size mismatch,No,Yes,Within 3 months
28,Female,Other,Tier 1,2490.03,Entrepreneur,Yes,2,"Boots, Casual",Yes,Color only,3,3,5,4,3,Vegan,Yes,135.62,No,10.1,1,No,4,4,4,1,2,Maybe,Size mismatch,Yes,Yes,Within a month
31,Female,India,Tier 2,4358.43,Self-employed,Yes,6,Casual,Yes,Material,3,4,2,5,5,"Canvas, Recyclable materials, Vegan",Yes,163.0,Yes,8.7,1,Yes,1,3,4,3,1,Yes,Size mismatch,Yes,Yes,Immediately
39,Male,India,Tier 2,1966.13,Professional,No,3,"Ethnic, Formal",Yes,Material,5,3,2,5,4,"Knit, Leather",Yes,87.34,No,9.3,1,No,5,5,1,2,3,Yes,Generic design,Yes,Yes,Within 3 months
23,Male,USA,Tier 1,454.14,Entrepreneur,Yes,3,"Ethnic, Sneakers, Casual",Yes,Material,5,1,2,1,2,"Knit, Canvas, Vegan",Yes,171.25,No,8.4,5,No,1,1,5,4,4,Maybe,Generic design,Yes,Yes,Within 3 months
32,Female,Other,Tier 1,618.47,Entrepreneur,Yes,1,"Casual, Boots",Yes,Full Design,4,3,3,2,5,Vegan,No,124.54,Yes,8.1,4,Yes,2,2,2,5,1,Yes,Generic design,Yes,Yes,Never
26,Female,UAE,Tier 1,2969.58,Student,No,4,"Casual, Slippers, Sports",No,Material,1,4,5,3,5,"Knit, Leather, Recyclable materials",No,129.64,No,11.0,3,Yes,2,5,3,1,3,Maybe,Poor product information,Yes,Yes,Immediately
30,Female,India,Tier 1,552.27,Professional,No,7,"Ethnic, Boots, Sneakers",No,Material,1,3,2,4,4,Vegan,Yes,52.02,Yes,5.9,5,No,4,4,1,2,1,Yes,Poor product information,Yes,Yes,Within 3 months
40,Male,India,Tier 2,312.93,Professional,No,4,"Slippers, Casual",Yes,Color only,3,2,1,4,3,"Knit, Canvas",Yes,47.71,Yes,10.3,5,Yes,2,4,1,1,2,Yes,Generic design,Yes,No,Never
31,Prefer not to say,USA,Tier 3,2022.45,Professional,Yes,1,Casual,No,Sole type,4,2,1,2,5,"Knit, Canvas, Recyclable materials",Yes,125.76,No,8.1,2,Yes,4,4,2,2,2,Yes,Size mismatch,Yes,Yes,Within a month
30,Male,USA,Tier 1,972.57,Other,Yes,1,Casual,Yes,Sole type,2,2,4,2,3,"Canvas, Vegan, Knit",No,151.59,No,7.9,3,No,4,4,1,4,3,Maybe,Size mismatch,Yes,Yes,Within 3 months
19,Male,India,Tier 1,3989.34,Professional,Yes,2,"Sports, Casual, Sneakers",No,Material,4,4,5,3,2,Canvas,No,93.14,No,9.4,1,No,3,2,2,2,1,Yes,Long delivery time,Yes,Yes,Never
35,Male,UAE,Tier 3,1775.83,Entrepreneur,Yes,4,"Casual, Ethnic, Sneakers",Yes,Full Design,5,3,5,1,2,"Canvas, Knit, Leather",No,186.8,No,6.8,5,No,3,3,4,3,4,Yes,Poor product information,No,No,Within a month
35,Female,UK,Tier 1,342.16,Other,No,8,Formal,Yes,Sole type,5,1,2,5,5,Canvas,Yes,149.4,No,7.8,3,No,1,2,2,4,5,No,Long delivery time,No,Yes,Within a month
47,Other,UAE,Tier 1,4630.64,Professional,Yes,3,"Casual, Boots, Slippers",Yes,Material,5,5,4,5,4,Recyclable materials,Yes,83.67,No,7.7,2,No,4,1,3,4,1,No,Size mismatch,Yes,Yes,Immediately
27,Male,UAE,Tier 2,648.74,Self-employed,Yes,4,Sports,Yes,Sole type,4,1,2,4,3,"Canvas, Leather",Yes,121.23,No,8.7,4,Yes,2,5,5,4,3,Maybe,Size mismatch,Yes,Yes,Within a month
31,Female,UK,Tier 2,816.95,Professional,Yes,3,"Ethnic, Boots, Formal",Yes,Sole type,4,3,1,3,1,Leather,Yes,219.08,Yes,7.8,3,No,4,5,5,2,3,Yes,Generic design,Yes,Yes,Immediately
31,Male,USA,Tier 1,971.9,Self-employed,Yes,4,Sports,No,Sole type,1,1,3,3,1,"Vegan, Leather, Knit",Yes,70.3,No,11.4,1,No,3,5,5,4,4,No,Long delivery time,Yes,No,Immediately
42,Other,USA,Tier 1,278.87,Student,No,2,"Boots, Formal, Ethnic",Yes,Material,1,2,1,5,2,Vegan,Yes,141.13,No,11.7,5,No,2,5,4,2,3,Yes,Long delivery time,No,Yes,Within 3 months
29,Female,India,Tier 1,1229.3,Self-employed,Yes,4,Sports,Yes,Color only,2,2,5,2,2,"Recyclable materials, Knit",No,107.09,No,6.0,4,No,5,1,5,4,5,Yes,Size mismatch,Yes,No,Immediately
32,Female,UK,Tier 2,397.42,Professional,Yes,3,"Casual, Ethnic",No,Color only,3,3,1,1,4,"Recyclable materials, Knit",Yes,148.28,Yes,9.8,2,Yes,1,5,4,3,4,Maybe,None of the above,Yes,No,Never
34,Male,India,Tier 2,968.67,Professional,Yes,7,"Sports, Ethnic",Yes,Sole type,5,3,1,5,2,"Canvas, Knit",No,170.69,No,10.3,1,No,2,4,2,5,2,Yes,Poor product information,Yes,Yes,Within a month
31,Prefer not to say,UK,Tier 1,847.81,Entrepreneur,Yes,3,Sports,Yes,Full Design,5,3,4,3,1,"Canvas, Recyclable materials",Yes,104.55,Yes,9.8,4,No,5,2,4,1,5,No,Size mismatch,Yes,Yes,Within a month
26,Female,India,Tier 2,2423.15,Professional,Yes,5,"Formal, Sneakers, Ethnic",Yes,Material,1,5,3,1,2,Recyclable materials,No,164.76,No,8.0,2,No,2,1,2,2,2,Maybe,Size mismatch,No,No,Immediately
31,Male,India,Tier 3,2638.13,Professional,No,3,"Ethnic, Formal",Yes,Color only,2,4,5,1,4,"Vegan, Leather",No,208.85,No,8.6,1,Yes,4,2,1,2,3,Yes,Poor product information,No,Yes,Immediately
38,Female,India,Tier 1,449.81,Professional,Yes,0,"Casual, Slippers",Yes,Full Design,2,4,4,1,1,"Knit, Vegan, Recyclable materials",No,122.65,No,7.9,5,No,5,4,3,3,1,Maybe,Generic design,Yes,No,Immediately
21,Male,India,Tier 1,884.86,Entrepreneur,No,6,"Sports, Slippers, Boots",Yes,Full Design,1,5,4,4,5,Vegan,No,151.4,No,8.4,2,Yes,1,4,4,5,2,Maybe,Size mismatch,Yes,No,Immediately
31,Female,UK,Tier 2,901.06,Professional,No,7,Boots,Yes,Full Design,2,3,2,5,4,Recyclable materials,No,96.38,No,7.2,4,No,4,4,2,5,1,No,None of the above,Yes,No,Within 3 months
24,Male,UK,Tier 1,446.27,Student,No,5,"Ethnic, Sports, Formal",Yes,Sole type,4,1,1,4,4,"Knit, Leather",Yes,120.77,Yes,8.8,1,Yes,5,2,1,1,1,Maybe,Generic design,Yes,No,Within 3 months
39,Female,USA,Tier 1,2602.6,Professional,No,4,"Slippers, Formal",No,Full Design,1,1,2,4,4,Canvas,Yes,112.93,No,6.7,3,No,5,2,5,5,3,Yes,Long delivery time,Yes,No,Within 3 months
17,Female,India,Tier 2,2042.54,Professional,Yes,1,Slippers,Yes,Color only,5,2,3,3,3,"Recyclable materials, Leather",No,607.52,No,8.7,1,No,4,5,3,2,3,Maybe,Generic design,Yes,Yes,Within 3 months
25,Male,India,Tier 3,516.79,Student,Yes,8,"Slippers, Sneakers",Yes,Color only,1,3,5,1,1,"Knit, Recyclable materials",No,168.19,No,7.1,4,Yes,5,2,3,5,2,Yes,Generic design,No,Yes,Within a month
33,Male,India,Tier 3,885.27,Professional,Yes,4,Ethnic,Yes,Color only,3,1,2,2,3,Recyclable materials,No,115.61,No,9.3,4,No,2,4,5,4,2,Maybe,Poor product information,Yes,Yes,Within a month
42,Male,India,Tier 2,367.75,Professional,No,0,"Sports, Slippers",Yes,Full Design,5,1,4,3,1,"Canvas, Knit",Yes,181.34,Yes,8.0,3,Yes,2,3,4,1,5,Yes,Generic design,Yes,No,Immediately
29,Female,UAE,Tier 2,1684.13,Student,No,3,"Boots, Slippers",Yes,Color only,3,3,5,4,1,"Recyclable materials, Knit",Yes,181.2,No,9.4,4,No,4,2,3,5,5,Maybe,None of the above,Yes,No,Within 3 months
25,Male,India,Tier 1,394.09,Professional,No,3,Casual,Yes,Material,3,3,1,3,3,"Canvas, Vegan",No,153.87,No,10.6,1,No,3,2,1,3,1,Maybe,Generic design,Yes,Yes,Immediately
45,Female,India,Tier 2,6596.01,Self-employed,Yes,3,"Sneakers, Ethnic",Yes,Material,3,2,2,4,5,"Canvas, Vegan",No,99.36,Yes,11.4,2,Yes,4,5,2,1,2,No,Poor product information,No,Yes,Within a month
18,Male,India,Tier 1,2475.85,Student,No,3,"Boots, Sneakers, Formal",Yes,Material,1,5,5,2,4,"Knit, Recyclable materials, Canvas",Yes,95.53,Yes,5.2,1,No,4,1,2,2,4,No,Size mismatch,Yes,Yes,Immediately
13,Male,India,Tier 1,942.03,Professional,Yes,3,"Sneakers, Casual, Formal",Yes,Full Design,5,5,3,1,4,"Vegan, Canvas",Yes,87.5,No,7.7,4,No,3,4,1,1,5,Maybe,None of the above,No,No,Within a month
33,Female,USA,Tier 2,1496.13,Professional,Yes,5,Casual,Yes,Color only,1,2,5,5,1,"Canvas, Recyclable materials, Leather",Yes,157.97,No,8.5,3,Yes,2,1,3,3,4,Yes,Size mismatch,Yes,Yes,Immediately
25,Male,USA,Tier 2,3834.45,Professional,Yes,9,Ethnic,Yes,Material,2,3,3,5,5,"Knit, Canvas, Recyclable materials",Yes,71.53,No,9.7,3,No,1,1,5,5,5,Yes,Long delivery time,No,Yes,Immediately
21,Other,India,Tier 1,1411.49,Entrepreneur,Yes,4,"Ethnic, Casual",Yes,Full Design,4,1,5,2,1,"Vegan, Canvas",Yes,147.07,No,6.5,5,No,1,4,4,4,4,Yes,Poor product information,Yes,No,Within a month
35,Female,India,Tier 3,487.65,Professional,Yes,1,"Formal, Sports, Casual",Yes,Color only,4,3,4,1,3,Canvas,Yes,76.76,No,7.5,3,Yes,3,1,2,1,4,No,Poor product information,Yes,Yes,Immediately
31,Female,India,Tier 1,913.92,Professional,Yes,1,"Boots, Ethnic",Yes,Sole type,2,3,3,2,5,"Leather, Canvas",No,152.94,No,9.2,3,No,3,3,1,2,4,Yes,Generic design,Yes,No,Immediately
25,Female,India,Tier 1,2978.65,Student,Yes,3,Formal,No,Full Design,5,3,3,4,5,"Vegan, Canvas",Yes,120.69,No,9.1,4,No,3,4,4,4,5,Yes,Size mismatch,Yes,No,Immediately
19,Female,India,Tier 1,1750.13,Professional,No,2,"Slippers, Ethnic, Sneakers",Yes,Full Design,2,3,3,4,4,"Recyclable materials, Knit, Canvas",Yes,173.35,Yes,9.6,2,Yes,4,4,2,2,5,Yes,Poor product information,Yes,No,Immediately
36,Male,Other,Tier 2,1777.84,Professional,No,3,"Boots, Casual",Yes,Full Design,4,1,2,1,3,"Knit, Leather",No,165.66,No,9.7,2,Yes,5,4,3,3,1,Yes,Size mismatch,Yes,Yes,Within 3 months
35,Male,USA,Tier 2,3224.1,Student,No,1,Sneakers,No,Material,4,4,4,5,2,"Leather, Canvas",No,177.4,Yes,9.5,4,No,3,3,2,1,1,Yes,Generic design,Yes,Yes,Within a month
29,Male,USA,Tier 1,3566.09,Professional,Yes,5,"Sports, Formal, Ethnic",Yes,Sole type,1,2,4,3,5,Canvas,No,178.43,No,9.3,3,No,2,3,3,1,3,Yes,Size mismatch,No,No,Within 3 months
44,Female,USA,Tier 2,3984.71,Other,No,4,"Casual, Formal",Yes,Color only,2,3,4,4,4,"Vegan, Leather",Yes,125.75,No,9.1,1,No,1,3,4,2,5,Yes,Size mismatch,Yes,Yes,Immediately
21,Male,USA,Tier 1,349.48,Professional,No,10,Casual,Yes,Material,4,5,5,2,4,"Knit, Recyclable materials",No,73.65,No,10.0,2,No,4,3,5,4,2,No,Long delivery time,No,Yes,Immediately
17,Female,USA,Tier 2,1378.31,Professional,Yes,4,"Formal, Sneakers",Yes,Color only,5,3,5,5,2,"Knit, Recyclable materials",Yes,77.9,Yes,5.6,4,No,5,5,2,4,5,Yes,Poor product information,Yes,No,Within a month
24,Prefer not to say,UK,Tier 1,2223.55,Self-employed,Yes,3,"Casual, Slippers",Yes,Material,5,3,4,1,2,"Leather, Vegan",No,36.53,Yes,11.3,1,No,2,4,3,1,3,Maybe,Size mismatch,Yes,Yes,Immediately
29,Female,UK,Tier 1,2321.59,Entrepreneur,Yes,5,"Ethnic, Boots, Sports",Yes,Full Design,3,2,4,5,5,Knit,Yes,76.65,No,5.7,3,No,3,1,3,3,2,No,Generic design,Yes,Yes,Immediately
31,Female,India,Tier 3,1599.84,Professional,Yes,2,"Ethnic, Casual",Yes,Material,3,4,1,1,5,"Recyclable materials, Canvas, Knit",Yes,122.75,No,7.4,4,No,2,4,5,4,2,Yes,Generic design,No,Yes,Within a month
28,Male,USA,Tier 1,473.7,Entrepreneur,No,3,"Formal, Sports, Ethnic",Yes,Sole type,4,4,3,1,3,"Recyclable materials, Canvas, Vegan",Yes,97.61,No,8.7,2,No,2,1,1,2,3,Yes,Poor product information,Yes,No,Within a month
32,Female,USA,Tier 1,2594.93,Self-employed,No,4,"Casual, Formal",No,Material,2,4,1,3,5,"Knit, Vegan",Yes,112.79,No,10.0,1,No,4,2,2,1,4,Maybe,None of the above,Yes,No,Immediately
19,Female,UAE,Tier 2,2110.05,Professional,Yes,2,"Ethnic, Boots",Yes,Material,2,3,5,1,1,"Vegan, Leather, Canvas",No,139.71,No,5.0,1,No,4,5,2,5,1,Yes,Generic design,Yes,Yes,Immediately
41,Male,USA,Tier 3,335.11,Professional,No,1,"Slippers, Casual, Sports",No,Full Design,2,5,4,1,4,"Knit, Vegan, Recyclable materials",Yes,107.84,Yes,9.0,2,Yes,5,3,2,2,4,Maybe,Size mismatch,Yes,Yes,Within 3 months
29,Male,USA,Tier 1,1134.9,Professional,No,5,"Casual, Slippers, Boots",No,Material,4,3,3,1,4,Canvas,Yes,75.13,Yes,10.2,1,Yes,5,4,5,5,1,Yes,Generic design,No,Yes,Immediately
38,Other,India,Tier 1,486.7,Other,No,6,Formal,No,Sole type,3,5,5,5,5,"Knit, Vegan, Recyclable materials",Yes,117.87,Yes,10.5,2,No,5,4,5,5,2,No,Size mismatch,Yes,Yes,Never
32,Female,USA,Tier 1,817.55,Professional,Yes,7,Sneakers,No,Material,4,5,4,1,1,"Recyclable materials, Vegan, Leather",Yes,84.06,No,8.0,4,No,2,2,3,2,3,Maybe,Size mismatch,Yes,Yes,Never
33,Female,India,Tier 2,227.37,Student,No,2,Sneakers,Yes,Color only,5,5,5,1,3,Canvas,No,109.17,Yes,8.5,5,Yes,3,4,2,5,1,No,None of the above,Yes,Yes,Within 3 months
34,Female,India,Tier 1,967.06,Self-employed,Yes,5,"Boots, Casual, Sneakers",Yes,Material,1,5,3,3,2,"Canvas, Knit",No,173.71,Yes,8.1,3,No,5,2,5,2,2,Maybe,Poor product information,Yes,Yes,Immediately
33,Female,India,Tier 2,1397.35,Professional,Yes,5,"Boots, Sneakers, Slippers",Yes,Full Design,4,5,4,2,4,"Knit, Recyclable materials",No,109.18,No,8.4,4,No,5,3,4,4,4,Maybe,Long delivery time,Yes,Yes,Immediately
35,Female,UK,Tier 3,1649.73,Student,Yes,7,"Slippers, Formal, Ethnic",Yes,Color only,5,2,4,1,3,"Vegan, Knit, Canvas",Yes,190.84,No,7.5,3,No,4,1,2,1,4,Maybe,Size mismatch,Yes,No,Never
40,Male,India,Tier 1,1833.69,Professional,Yes,5,"Slippers, Boots, Sports",No,Color only,2,1,5,3,2,"Recyclable materials, Vegan",Yes,177.27,No,7.7,3,No,4,5,4,2,4,Maybe,Size mismatch,Yes,Yes,Immediately
31,Male,India,Tier 1,2914.5,Professional,No,4,"Sneakers, Boots, Casual",No,Color only,3,2,2,4,3,"Canvas, Recyclable materials",Yes,96.83,No,9.7,2,No,4,1,2,3,5,Yes,Poor product information,Yes,No,Immediately
35,Male,UAE,Tier 1,563.99,Self-employed,Yes,7,Boots,Yes,Full Design,3,1,5,1,4,Canvas,Yes,75.56,Yes,9.2,5,Yes,3,1,4,5,2,Yes,Poor product information,Yes,No,Immediately
29,Female,India,Tier 1,392.57,Professional,Yes,9,Sports,Yes,Full Design,2,4,4,1,2,"Canvas, Knit, Vegan",Yes,117.9,No,9.7,3,No,5,1,4,1,2,Yes,Generic design,Yes,Yes,Immediately
41,Female,USA,Tier 3,3061.13,Self-employed,Yes,3,"Boots, Formal, Slippers",Yes,Sole type,5,4,5,2,2,"Leather, Canvas, Recyclable materials",No,166.13,Yes,9.3,3,No,3,4,4,1,1,Maybe,Generic design,No,Yes,Within 3 months
24,Female,USA,Tier 1,455.49,Professional,No,5,"Formal, Slippers, Casual",Yes,Material,1,3,1,5,1,"Leather, Recyclable materials",Yes,100.39,No,10.1,4,No,1,4,1,5,5,Yes,Generic design,Yes,No,Never
44,Male,India,Tier 1,5718.99,Student,Yes,3,"Sneakers, Sports, Formal",Yes,Full Design,2,4,3,2,4,Vegan,Yes,156.32,No,10.3,5,No,5,4,1,2,1,Yes,Generic design,Yes,No,Within 3 months
29,Female,UK,Tier 2,2972.86,Other,No,1,"Boots, Sneakers, Sports",Yes,Full Design,5,5,5,1,5,"Leather, Recyclable materials, Canvas",Yes,168.34,No,6.4,5,Yes,4,5,4,1,4,Maybe,Generic design,Yes,Yes,Within a month
18,Female,India,Tier 1,1242.35,Professional,Yes,5,"Sneakers, Sports, Slippers",No,Full Design,5,1,4,2,3,"Leather, Recyclable materials, Canvas",Yes,89.04,No,7.7,3,No,2,4,3,4,1,Yes,Long delivery time,Yes,Yes,Immediately
31,Female,USA,Tier 2,6178.62,Professional,Yes,3,Boots,Yes,Full Design,5,5,5,1,1,"Canvas, Leather, Knit",No,92.96,No,8.7,5,No,3,5,1,2,4,No,Poor product information,Yes,Yes,Within a month
24,Female,USA,Tier 1,353.68,Professional,Yes,4,"Sneakers, Boots",No,Sole type,1,3,2,5,4,"Knit, Canvas",Yes,148.51,No,9.0,4,No,4,1,4,4,5,Maybe,Long delivery time,Yes,Yes,Immediately
36,Male,USA,Tier 3,741.6,Self-employed,Yes,6,Boots,Yes,Material,5,5,5,5,2,Knit,Yes,126.07,Yes,8.0,2,Yes,4,4,5,4,5,No,Poor product information,No,Yes,Immediately
24,Female,UK,Tier 3,1725.1,Professional,Yes,3,"Ethnic, Casual",No,Full Design,4,1,4,5,4,"Canvas, Recyclable materials",Yes,92.56,No,10.4,3,No,2,4,1,3,2,No,Generic design,Yes,Yes,Immediately
26,Male,India,Tier 2,846.19,Student,Yes,4,"Sports, Sneakers, Casual",Yes,Full Design,5,4,3,4,1,"Canvas, Leather, Vegan",No,105.91,Yes,12.0,1,Yes,4,1,3,5,4,No,Long delivery time,Yes,Yes,Within a month
14,Male,India,Tier 3,4154.42,Student,No,8,Ethnic,No,Color only,1,4,4,2,4,"Knit, Recyclable materials, Canvas",No,117.18,No,9.3,3,No,5,2,3,3,5,No,Size mismatch,Yes,Yes,Immediately
26,Female,UK,Tier 1,301.82,Professional,No,6,Boots,Yes,Color only,1,3,1,2,4,"Recyclable materials, Knit",No,57.41,No,9.1,3,No,5,2,1,4,1,Yes,Generic design,Yes,No,Never
13,Female,USA,Tier 1,1395.8,Entrepreneur,Yes,2,Sports,Yes,Full Design,3,1,3,5,1,"Vegan, Canvas, Knit",Yes,150.63,Yes,10.3,2,No,3,4,2,1,1,Yes,None of the above,Yes,No,Never
17,Prefer not to say,UAE,Tier 2,1540.57,Professional,Yes,3,"Casual, Ethnic",Yes,Material,5,3,4,4,4,"Canvas, Vegan, Knit",Yes,100.85,No,6.2,1,No,4,2,2,1,1,Yes,Poor product information,Yes,No,Immediately
36,Female,UAE,Tier 2,1786.47,Professional,No,6,Boots,No,Full Design,5,4,2,1,1,"Recyclable materials, Vegan, Knit",Yes,20.0,Yes,9.0,1,No,5,4,2,3,4,No,Long delivery time,Yes,Yes,Within a month
36,Female,UAE,Tier 1,642.9,Student,Yes,1,Sports,Yes,Material,3,5,1,5,3,"Recyclable materials, Knit, Canvas",No,119.05,No,10.5,1,Yes,5,4,1,4,4,No,Size mismatch,Yes,Yes,Within 3 months
33,Female,USA,Tier 1,880.17,Professional,Yes,2,"Sports, Casual",Yes,Color only,4,3,2,4,4,"Recyclable materials, Canvas",No,90.34,Yes,8.0,2,Yes,4,3,5,4,4,Yes,Generic design,No,No,Never
